id,cmt,general,price,quality,service,stylefood,location,background
5572.0,"
 Nhật Phạm, sunsaubong ",,,,,,,
5573.0,"
 bún vừa ko ngon vừa đắt, bát 50k được vài ba con ốc lèo tèo. nước dùng thì ko có vị ốc, nhạt như nước lã! ",,-1.0,-1.0,,,,
5574.0,"
 Cơm Thịt Luộc+Dưa Giá Mắm Nêm+chả Thác Lác ",,,,,,,
5575.0,"
 Dạ bạn cho mình hỏi bạn dùng những món gì đc ko ạ. Mình là nv của quán rất cảm ơn những góp ý của bạn ạ. ",,,,,,,
5576.0,"
 Dứa(thơm) Lắc Muối Ớt ",,,,,,,
5577.0,"
 Tối qua lâu lắm mới ghé Út Giang ăn lại. Combo 2 người thường ăn là: bánh tráng cuốn thịt heo quay vs rau củ quả chấm sốt, và 1 bình nước vối. Thịt heo quay đợt này thái khá dầy, mình thì thích ăn mỏng hơn. Vẫn giữ được vị ngon như mọi khi. Nước chấm rau củ ngon nhưng khá mặn. Phục vụ hơi lâu, nhưng không gian khá tĩnh, không bị ồn ào ",,,1.0,0.0,,,1.0
5578.0,"

*** Nhân viên phục vụ: nhiệt tình, nhưng đông khách quá thì dễ bị nhầm đơn 😂

",,,,1.0,,,1.0
5579.0,"
 Anh Tran, Như Thanh Trần, Ngoc Anh ",,,,,,,
5580.0,"

27 Quán - Cháo Bò, Cháo Lươn",,,,,,,
5581.0,"

Macadamia - Mắc Ca Việt Nam - Võ Thành Trang",,,,,,,
5582.0,"
 Mình đến với Lau qua sự tìm hiểu trên Foody. Phải công nhận, Lau mang đâm chất Vintage, quán rộng rãi, view đẹp, mình ngồi ở tầng 2. Ncl ở tầng 2 mình thấy góc nào cũng có thể sống ảo được luôn ý. Đặc biệt là góc sopha ở trong cùng ở chỗ góc tường. Mình cảm tưởng chỗ ý dương như kh lúc nào thiếu người cả. Vì nó khá kín đáo, nên có thể nằm ở đấy. Mỗi tội mình đến Lau để học nên phải ra bàn cao để ngồi, Đồ uống thì mình gọi sinh tố dâu, có vẻ như là tăng giá vì bài review trc đó mình đọc là 35k một cốc, còn hqua mình gọi thì là 48k kèm với tiramisu cake. Sính tố uống ngon nhưng mình kh thích bánh cho lắm. Phục vụ ở đây, mowia đầu vào thấy có vẻ lạnh lùng nhưng phục vụ khá tốt, mỗi tội chưa niềm nở với khách. Mình ấn tượng nhất là anh bê đồ uống, lúc anh ý mang cốc nước lên cho khách thì vướng cửa (phải công nhận cửa hơi khó dùng 1 tẹo) làm rơi đá, khách bảo kh cần đổi đâu thì anh ý nhất định xl và mang cốc khác lên cho khách. Thật sự làm mìn ấn tượng ạ. Anh trông xe khá nhanh nhảu, hoạt bát. Ncl rất oke luôn ạ ",1.0,-1.0,0.0,1.0,,,1.0
5583.0,"
 Một trong những quán ốc có nhiều loại sốt mà mỗi loại vị rõ nét nhất. Quán rộng rãi, có không gian bên ngoài nên khá thoáng. Về món ăn: menu nhiều món.
- ốc bươu sốt thái: nóng hổi, nước sốt thái ngon, ốc to béo, ghiền món này:))
- hàu phomai: cái sốt phomai ngon lắm, lạ nhất là có một ít giăm bông lên trên, ăn vị mặn mặn ngon👍👍👍
- ốc hương bơ cay: sốt bơ bắp hao bánh mỳ kinh khủng, ốc to, ốc thì chưa thấm lắm nhưng chấm vào sốt là ngon.
- mỳ xào hải sản: ổn, mỳ không bị quá mềm.
Vị trí hơi xa xíu nhưng thèm cũng ráng đi:))) ",,,1.0,,1.0,-1.0,1.0
5584.0,"
 Quán tào phớ ngon chuẩn vị ",,,1.0,,,,
5585.0,"
 Quán bún đậu quen thuộc của các bạn sinh viên kinh tế. Món ăn ngon, phục vụ dễ thương. Đặc biệt có bún đậu là món dễ gây thương nhớ bởi mắm ngon và thơm. Các bạn cũng nên thử nước sấu bởi vị ngọt thanh và chua chua ",,,1.0,1.0,,,
5586.0,"

Đi uống ở đây rất vui ạ, đồ uống cũng khá ok nhưng phục vụ hơi chậm, gọi thêm đồ mãi chẳng thấy lên, thanh toán thì chậm, thái độ phục vụ thì tùy từng nhân viên thôi mọi người ạ",,,1.0,-1.0,,,
5587.0,"

Đi lòng vòng thấy quán nên ghé luôn. Ấn tượng đầu tiên khá tốt khi vừa ngoài đường xe cộ ồn ào bước vài bước là như vào thế giới khác vậy, yên bình thoáng mát. Quán thiết kế khá đẹp, không gian thoáng mát với nhiều cây xanh và bố trí ko làm ng khác cảm thấy rối mắt. Tuy nhiên nước uống ko dc ngon lắm, mình kêu ca cao sữa đá nhưng ly ca cao khá là loãng, hình như tiết kiệm hơi quá thì phải.",,,-1.0,,,,1.0
5588.0,"
 Bún đậu Tràng An 125 châu Thị Vĩnh Tế ",,,,,,,
5589.0,"
 Bún hải sản rất ngon, nhiều topping. Ăn thật ưng cái bụng quá đi 😍😍😍 sẽ ủng hộ dài dài ",1.0,,1.0,,,,
5590.0,"
 Bún mắm lòng heo, tai mui, nem chua ",,,,,,,
5591.0,"
Bún này là bún thường chứ có phải bún quậy Phú Quốc đâu :(((( thất vọng dễ sợ. Đặt đãi mn mà ai cũng chê",,,-1.0,,,,
,"Định bụng mấy lần ăn bánh Nguyễn Sơn khá được. Nên đến mua cho mấy đứa trẻ làm quà giáng sinh, tiện mua bánh sinh nhật cho bố mà thái độ thế này sẽ ko bao giờ quay lại nữa. ",-1.0,,,-1.0,,,
5592.0,"

Bánh canh vẫn vậy nhưng cá nướng h khô và ít hơn lúc trước giá cx lên rồi 10k/ tô



",,-1.0,-1.0,,,,
5593.0,"

Kichi Kichi Lẩu Băng Chuyền - Vincom Sóc Trăng",,,,,,,
5594.0,"
 Xôi khá ngon
Shiper đẹp giai khoai lang,
support nhẹ nhàng tình cảm, 
ship hàng khá nhanh chóng... 5* ^_^ ",,,1.0,1.0,,,
5595.0,"
 Streetfood 101 - Iph Xuân Thủy ",,,,,,,
5596.0,"
 Mì Trộn Thập Cẩm 1 Gói ",,,,,,,
5597.0,"
 Cuối tuần ở nhà với nhỏ em đang nằm lăn lộn thì ông bạn gọi đi ăn bún thịt nướng với bò lá lốt, thèm quá xách xe chạy luôn. Quán hơi xa nằm ở phía khu công nghiệp Vân Đồn chạy tới về hướng Thuận Phước. 
Bán các thể loại nem lụi, bánh xèo, bún mắm, bò lá lốt. 
Đồ ăn của quán ngon, phục vụ nhanh nhẹ và quán này siêu rẻ luôn nhé. 3 người ăn no nê lết lết mà có 140k. ",,1.0,1.0,,1.0,-1.0,
5598.0,"
 Nước ngọt đậm, đúng vị phở xưa ",,,1.0,,,,
5599.0,"

Món ăn ngon, giá cả hợp lý , phục vụ nhanh , có lẽ hôm đó ít khách , đi từ Bảo Ninh ra hơi xa một chút",,1.0,1.0,1.0,,-1.0,
5600.0,"
 Hancook nổi tiếng với đồ siu ngon nè. Mình đi nhóm sẽ ăn đc nhiều mà lại đỡ tốn hơn nè. Dakgalbi ở đây siu ngon, bự ơi là bự. Mình ăn món này xong thấy cực no, chả muốn ăn gì luôn. Đồ Hàn cay cay 1 xí như vậy mới ngon. Với ở đây có món gà cay phomai đậm vị lắm í, ngon, hợp với người khó tính như mình. Recommend các bạn tới đây nè ",,,1.0,,,,
5601.0,"
 Tôi và GĐ hay mua về ăn thấy quá ngon nên hôm họp lớp Tôi mua về mời mọi người ăn luôn. ai cũng khen ngon tắm tắc. Sẽ ủng hộ Quán lâu dài! ",1.0,,1.0,,,,
5602.0,"
 Vị trí đắc địa nằm ngay khu vực bờ hồ nên cực kỳ đông khách và đặc biệt là khách Tây 
mình thích không gian quán ở đây có gì đó rất ấm cúng và thoải mái 
quán có cả trên tầng nữa nhé 
mình hay đến đây ăn buffe giá cả bây giơ cũng đã tăng hơn so với ngày xưa 
buổi tối hình như tầm.180- 190 K/ người thì phải thêm cả thuế nữa chắc tầm 200k/ một người 
cac món ăn cũng có không nhiều nhưng nói chung là vừa vặn cho một bữa buffee giá cả như vậy ",,0.0,1.0,,,1.0,1.0
5603.0,"

Couple Cats - Bánh Mì Kẹp",,,,,,,
5604.0,"
Đặt sz mà nhận đc cốc trà sữa k đến nửa thế này , trân châu k thấy . Ảnh và sản phẩm thực tế không liên quan gj đến nhau",,,-1.0,,,,
5605.0,"
 Mình đã ăn tại quán vài lần rồi, mình thật sự rất ưng ý móm mỳ quảng ở quán. Gà đúng chuẩn gà quê, ướp thấm, mềm, mùi vị đậm đà, ăn không bị ngán. Mọi người nên ghé thử quán để thưởng thức nè 🤗🤗🤗 ",1.0,,1.0,,,,
5606.0,"
 Quán yêu thích của mình. siêu có tâm và chất lượng. dịch vụ tốt và món ăn thì đa dạng, chú trọng healthy nên nếu ăn thường xuyên chắc chắn da sáng, dáng xinh. bao bì thì thân thiện môi trường nên đặt đồ ăn ko còn bị cảm giác tội lỗi vì sử dụng hộp nhựa ",1.0,,1.0,1.0,1.0,,
5607.0,"
 Ngon, phục vụ nhanh. Ngồi ở vỉa hè hôi và nóng, nên mua về từ từ thưởng thức. ",,,1.0,1.0,,,
5608.0,"
 Bún bò ngon buổi sáng ",,,1.0,,,,
5609.0,"
 Hồ Thị Hiếu, Chúc Uy, Trân Tôn ",,,,,,,
5610.0,"
 Ăn xiên thịt ở nhiều quán rồi nhưng thấy xiên gà với thịt ở đây khá đầy đặn, thịt tươi nên không khô như mấy hàng nướng lại. Bánh rán bánh gà ăn khá vừa k bị mặn chỉ có điều shipper ship chậm bánh dễ ỉu mất ngon. Hàng này đi tìm thì hơi khó chỗ ngồi k tiện lắm nhưng phục vụ tốt. ",,,1.0,1.0,,-1.0,-1.0
5611.0,"
 Vãi giá. 2 người ăn, 1 lẩu thái, 1 nộm, 1 ngô chiên, thêm 1 váng đậu, mấy bia gì đó. 500k :|
Chất lượng thì ok, lẩu k đặc sắc nhưng cũng k có gì phải chê. Nộm ngon, cái này ấn tượng nhất, rất đều. 
Nhân viên ngoan, nhiệt tình. Cơ mà với cái giá 500k 2 ng thì thôi, xin phép, sau đi ăn buffet :) ",-1.0,-1.0,1.0,1.0,,,
5612.0,"
 Mình đến đây ăn khi bụng còn hơi lưng lưng no nên chỉ ăn được có 3 món cho 2 người :))) bồ câu quay, ba chỉ da giòn, miến xào tôm. Món nào cũng ngon và khung cảnh thật tuyệt vời cho buổi tối. Ăn tối và ngắm sông Hàn tại Thiên Long Hiên rất tuyệt vời. ",,,1.0,,,,1.0
,Tổng ăn uống 2 vc hết tầm 800k ạ. Với mức giá đó ăn đồ Nhật thì tương đối ổn.,,0.0,,,,,
5613.0,"

Có dịp ghé thăm Sa Đéc các bạn không nên bỏ qua Quán Hủ Tiếu Bà Năm Sa Đéc là một trong những quán nổi tiếng của TP Sa Đéc.

",1.0,,,,,1.0,
5614.0,"
 Chè sầu ở đây đúng là the best trong tất cả các quán mình đã ăn quanh Hà Nội. Bát to ú ụ đầy sầu thơm lừng, béo ngậy; thạch và hạt đác giòn sần sật; mít ngọt; nước cốt thơm ngậy nhưng mình cảm thấy hơi ngọt, nhưng vẫn ok :))
Nhân viên nhiệt tình và ra đồ max nhanh, vừa order xong vào ngồi chưa đến 2 phút đã có chè ăn rồi hihi
Quán ngay mặt đường dễ tìm lắm nhé
Điểm trừ duy nhất là không gian không được rộng lắm, ghế ngồi kiểu thấp và gửi xe mất 3k huhu
Nói chung giá 30k cho một bát chè và chất lượng phục vụ thật sự quá rẻ 😊😊😊
Flan cốt dừa cũng khá thơm ngon 🍓 ",,1.0,1.0,0.0,,1.0,-1.0
5615.0,"
 Quán gần nhà, vì là quán nhậu nên ngày nào cũng đông hơi ồn ào phức tạp. Đồ ăn giá cả phải chăng cực kì, mấy món khai vị, gỏi, nộm gì cũng tầm 40 45k thôi à, bắp chuối tôm thịt khá là ngon nhưng bị ngọt quá, hàu nướng 1 dĩa bự vậy 100k thôi, ở đây có sườn nướng siêu phẩm lắm nè, sườn nướng tảng 1 miếng vậy là 40k, 1 người gặm 1 cây vậy là ngất ngây con gà tây, sườn nướng dĩa thì 85k, vì tại toàn món nướng nên đồ ăn ra chậm, nhân viên chạy tứ phía nhiều khi mình cần thì kêu ko ai nghe hết trơn. ",,1.0,1.0,-1.0,,1.0,0.0
5616.0,"
 Đồ ăn ở đây rẻ và ngon, nhưng nhân viên phục vụ làm thiếu sự tập trung, mình mua bánh lúc 11h (22/11) và thực sự không hài lòng như đội ngũ trước ",,,1.0,-1.0,,,
5617.0,"
 Quán này rất đông khách tấp nập từ nhà ra vỉa hè. Nọ vào ăn thử, giá cũng khá cao nha (hơn 400k cho 2 người). Mình đánh giá chất lượng ốc thì ngon, gọi ốc móng tay, ốc hương thì đều to và béo múp. Nhưng sốt thì lại hơi béo quá, điển hình bơ tỏi và trứng muối đều bị hơi ngọt ngậy quá nên nhanh ngán. Điểm trừ của quán đông là bê đồ nhầm tùm lum, gọi 1 miến xào mà 4 người bê ra 4 lần khác nhau, cứ phải kêu có miến rồi :)) Trong khi ốc hương thì bê nhầm sang bàn khác rồi gạch của bàn mình đi, ăn hết món khác rồi hỏi ốc hương đâu thì nhân viên kêu bàn chị không còn j đâu. Bảo là chưa ra món đó thì phải mấy lượt nhân viên ra tận bàn nhìn xem ăn ốc chưa rồi mới báo bếp làm bù. Đợi dài cổ luôn :(
Điểm cộng: có thanh toán thẻ nhé. ",,-1.0,1.0,-1.0,,,
5618.0,"
 Highlands coffee này ở gần bán đảo linh đàm, phải đi qua cầu vành đai 3 rồi đi tiếp đến bùng binh mới thấy quán. Quán chỉ có 1 tầng, có 1 ít chỗ ngồi ở ngoài còn lại ở trong nhà. Không gian trong nhà của quán khá rộng rãi thoáng mát, nhưng quán bật nhạc hơi to, khó nói chuyện. Highlands coffee đang có chương trình tặng voucher khuyến mãi mua 1 tặng 1 nên đồ uống chia ra cũng khá rẻ. Ở đây nhân viên ít nên cũng khó gọi, lấy giấy hay cần thêm gì đều phải tự đi lấy. ",,,,0.0,,0.0,1.0
5619.0,"
 Kem ở đây là tự làm nên ngon lắm lắm . Vị nào cũng ngon hết ý . Mỗi lần ghé quán là thử một vị khác nhau . 2 vc suốt ngày chỉ thủ thỉ nên ngày tới Got Bun ăn thôi. ",1.0,,1.0,,,,
5620.0,"
 Thấy quán này đông từ lâu rồi nhưng giờ mới thử vì đi ngang qua thơm lừng . Trời lạnh ăn bánh cá đúng bài luôn mấy má ơi. Hơi tiếc về nhà ăn nên không giòn hơi mềm 1 tẹo. Gọi socola, thập cẩm, phô mai và su. Mấy vị khác không bàn nhưng socola không ngon lắm ",,,-1.0,,,,
5621.0,"
 Won ok kitchen - cua ngâm tương hàn quốc Ganjang Gejang ",,,,,,,
5622.0,"
 Sữa Chua Trân Châu Hạ Long -*** ",,,,,,,
5623.0,"
 Rauta house cafe.
 
Thật ra mình được vài người bạn xui đến đây từ rất lâu và khá nhiều lần rồi nhưng dạo gần đây lại khong còn hứng thú cho lắm với các quán cafe theo kiểu decor dễ thương nữa nên là lấn cấn mãi mới vào. Vị trí nằm trong ngõ, nhưng thật ra cũng không quá khó tìm, ngõ cũng không quá nhỏ. để xe thoải mái vì quán không đông khách lắm, vào ban ngày. 

Không gian dễ thương, thật sự, bước vào đã cảm thấy sự dễ thương trẻ trung rồi )) nếu mà không đông khách thì đây là nơi khá lý tương cho việc học, đọc sách, ngâm thơ, làm văn.. )) hoặc đơn giản là ngồi chơi bài vì ở đây có vẻ cho chơi bài, một điều mà không phải quán nào cũng dám làm :v

Về đồ uống, không có gì đặc biệt. menu đồ uông điển hình như các quán cafe khác với trà túi lọc, hoa quả, cafe. Tuy nhiên recommended thử bánh matcha, giá rẻ và ăn cũng được, mỗi tội hơi bé tí thôi.

Nhân viên chậm. ",,1.0,0.0,-1.0,0.0,0.0,1.0
5624.0,"
 Cho mình xin số điện thoại ạ??! ",,,,,,,
5625.0,"
 b có qá lời qá k b . nhà mình lgi có bgio dùng tay k đeo bao tay . nchug mình cảm ơn b đã góp ý . nhưng có vẻ b hơi qá ",,,,,,,
5626.0,"

Cửa Hàng Lương Thực Thực Phẩm",,,,,,,
5627.0,"
 Mọi lần mình chỉ hay order trà Thái xanh, Thái đỏ hoặc Trà đào ở Money thôi. Mà nghe bạn mình nói Trà khoai môn ngon nên cũng order một lần thử xem sao. Mà đúng là ngon dở tùy khẩu vị của mỗi người. Món này không hợp khẩu vị mình lắm 😂😂😂, nó béo với ngọt so với mình. ",,,-1.0,,,,
5628.0,"
 Có nhiều ý kiến về thái độ phục vụ nhân viên nhưng sao thấy không có gì thay đổi. Mua ngay mùa dịch vài trong ngồi cũng không được luôn. Thức ăn ok nhưng phục vụ quá kỳ. ",,,0.0,-1.0,,,
5629.0,"
 Cám quý khách đã ủng hộ quán.có gì thiếu sót mong quý khách góp ý để quán phục vụ chu đáo hơn cảm ơn ạ ",,,,,,,
5630.0,"
 Lâu rồi mới tìm đc quán trà sữa ngon đặc biệt như vậy! Giá cả hợp lý nhân viên nhiệt tình! Chấm 10 điểm! ",1.0,,1.0,1.0,,,
5631.0,"
 Hồng trà sữa nướng không thấy có mùi trà hay vị trà mà chỉ thấy rất ngấy vị sữa. Vị giống như kiểu trà sữa gói pha liền vậy, mà thật ra còn ko bằng. Bên trong còn thấy bột sữa chưa tan hết.
Uống chỉ thấy sai quá sai! ",,,-1.0,,,,
,Mắc - lâu - giá cả mập mờ - nhân viên như ông nội.,,-1.0,,-1.0,,,
5632.0,"

Dở tệ, mắt cá gọi chưa tới 3 phút có ngay liền, ko nóng, ăn rất tanh giống kiểu đồ cũ, nghe mọi người bảo quán ngon, thất vọng, ko ăn lại lần sau",-1.0,,-1.0,,,,
5633.0,"

Phải nói trong các quán caffe ở hà giang hiện nay mình khá ứng đồ uống ở đây. Pha chế khá tốt so vs mặt bằng trung. Nhân viên phục vụ khá ổn. 

",,,1.0,1.0,,,
5634.0,"
 Chất lượng không thay đổi ",,,1.0,,,,
5635.0,"

Nhân viên thân thiên nè,",,,,1.0,,,
5636.0,"
 Cơm thịt heo rim tiêu ",,,,,,,
5637.0,"
 Cho nhày Valentine trắng 14/3 nè
Ly Couple 2 người chỉ 30k
Ly FA chỉ 15k
Bên này sữa chua trân châu khá chất lượng đó nha, mình ăn mấy lần rồi
Không gian tone trắng, buổi tối ngồi vỉa hè mát mẻ ",1.0,1.0,1.0,,,,1.0
5638.0,"

Royaltea Buôn Mê Thuột",,,,,,,
5639.0,"
 Cảm ơn bạn vì đã ủng hộ Fraîcheur :D Nước ép bên mình 100% nguyên chất từ rau củ quả, hoàn toàn không có đường nên bạn sẽ thấy vị ngọt thanh của hoa quả đó ạ <3 Fraîcheur rất xin lỗi vì trân châu không được như ý :( Chúng mình xin rút kinh nghiệm và rất mong được phục vụ bạn lần tới ạ <3 ",,,,,,,
5640.0,"

- Ăn ở đâu nhiều lần rồi - chất lượng vẫn ngon như ngày nào - lần nào cũng ăn món bún bò sườn cây thịt hầm vừa tới mềm vừa ăn - nước dùng đậm đà ngọt thanh - ăn xong tô bún no căng bụng - Quán lúc nào cũng đông khách - người ra vào tấp nập - quán phục vụ nhiệt tình nhanh nhẹn - điểm ăn sáng chất lượng",1.0,,1.0,1.0,,,1.0
5641.0,"

Gỏi cá hồi tươi, thịt dai, ngọt

Quốc Lộ 27, TT. Tân Sơn",,,,,,,
5642.0,"
 Chờ quá lâu . Vào quán 11h30 mà đến 12h30 mới lên đồ ",,,,-1.0,,,
5643.0,"
 foodee_337de13f, Than Không Khói-BBq, hoasabi và 1 người khác ",,,,,,,
5644.0,"
 Lần đầu ghé quán, nhìn thấy vừa ý vì quán sạch, vệ sinh tốt từ bàn ghế, chén dĩa.. sàn sạch. Hai chị chủ quán hiền, thân thiện, nhưng đặc biệt cháo ở quán này rất thanh không nhiều gia vị; sò huyết, tôm, mực tươi ngon...buổi tối sau khi xong việc thưởng thức tô cháo sò huyết thập cẩm là đủ cho cả buổi tối mà không có cảm giác nặng bụng. ",,,1.0,,,,1.0
5645.0,"

Hải Hà - Trà Sữa & Ăn Vặt",,,,,,,
5646.0,"
 Mình là khách du lịch, xem trên Foody thấy quán được review khá tốt nên trước khi ra sân bay về lại, mình có ghé quán mua chè để mang theo trên đường ra sb ăn. Mình mua 2 phần Flan và 1 chè thập cẩm. Quán lấy món khá nhanh, bánh Flan được để sẵn trong ly nhựa. Do gấp phải đi nên mình cũng không xem lại. Về đến khách sạn định lấy ra ăn ngay thì thấy không có cái muỗng nào 😭? Chè thì để trong bịch. Flan trong ly. Mượn khách sạn muỗng ko có nên 2 đứa mình đành phải ăn ngốn 2 phần Flan trong cái ly, chè thì cắn đuôi ra ăn đỡ hơn. Nhưng tựu chung là không bỏ đá vào đc nên cả hai món ăn ngọt ngay 😕.
Thiết nghĩ quán đã bỏ flan trong ly nhựa thì cũng nên lịch sự bỏ thêm cái muỗng cho khách mua mang đi vì chắc gì họ mang về nhà ăn đâu. Mình còn là khách du lịch bước vào quán nói nghe giọng khác liền. Hơi thất vọng. 😫 ",,,-1.0,-1.0,,,
5647.0,"
 Cực kỳ thích bánh ở đây, cốt bánh mềm , thơm lại đang có km 2 cái 190k. Quá rẻ cho 1 cái bánh chất lượng như vậy. ",,1.0,1.0,,,,
5648.0,"
 Vô tình được chị bạn đẫn đến chỗ này ăn bánh cá cái là bồ kết chỗ này luôn. Kết nhất là bánh trà xanh nhân trà xanh. Mình đã từng thử qua bánh thập cẩm, bánh phô mai, bánh hoàng kim nhưng vẫn thích ăn cái trà xanh nhất. Mỗi tội muốn ăn là phải chờ tầm 15 20ph vì phải đợi người ta nướng bánh vì khách order tới đâu người ta mới làm tới đó chứ họ không làm sẵn. Chủ quán nhiệt tình dễ thương lắm. Nếu muốn đến có bánh ăn liền thì phải gọi điện chị chủ order bánh trước là tới có bánh ăn ngay mà không phải chờ lâu. 1 người ăn tầm 1 cái rưỡi là ngán. Bánh thập cẩm nhiều nhân lắm lắm. Ăn 1 cái là lưng lưng muốn no luôn rồi. Bánh trà xanh ở đây thơm lắm lắm luôn á. Không bị ngọt mà vị rất vừa phải. Nói chung là bá cháy. Tuy nhiên vị trí vì nằm trong hẻm nên hơi khó tìm. Vì các hẻm thông nhau nên đi lộn suốt luôn. Ở đây chủ nhật là nghỉ bán nhưng mình quên quài. Lâu lâu gọi đt đặt bánh là bị nói chủ nhật chị không bán e ơi😂😂 ",1.0,,,1.0,,-1.0,
5649.0,"

💛Giá cả: 1 dĩa 20k, quá ok.",,,1.0,,,,
5650.0,"
 Ngày xưa đây là quán tủ của mình, từ hồi nem còn 5k 1 cái, mà về sau tăng lên 6k vẫn ok, nhưng dạo gần đây mấy lát xoài cắt quá dày nên ăn ko đc ngon, đỉnh điểm lad hôm qua gọi đĩa nem ăn vừa nguội vừa chán, xong về còn bị đau bụng, yêu cần quán cải thiện ",,0.0,-1.0,,,,
5651.0,"
 Hàng quảng cáo và thực tế nhận đc :') ",,,,,,,
5652.0,"
 Mình order về anh ship hàng rất nhanh. Lần này mình thấy khá nhạt nước đường rất ít ko nhiều như ở cơ sở bạch mai. Được mỗi caramel chuẩn mịn.hoa quả có dưa hấu, mít, xoài và thanh long ăn cũng bình thương. Xoài có cả xanh và chín. Mình không thích ăn chua nên thấy xoài xanh cho vào không hợp. Được cái trân châu rất nhiều. Trân châu trắng có mè thơm thơm. Lần này không thấy trân châu tan trong miệng nữa. Nếu các bạn muốn ghé ăn mình thấy quán ngay mặt đường tân mai nên cũng khá dễ tìm. ",,,0.0,,,1.0,
5653.0,"
 Bữa cơm trưa của tụi mình thường hay đặt tại quán này vì ngon và rất tin tưởng quán, quán này ngày trước được bà chị giới thiệu là quán cơm tấm ngon lắm, giá cả bình dân. Nên trưa nay rủ đồng nghiệp mua về cơ quan để ăn. Rất Rất thích quán! ",1.0,1.0,1.0,,,,
5654.0,"

The Dreamers Coffee Shop",,,,,,,
5655.0,"
 Khánh Quỳnh Lê Nguyễn ",,,,,,,
5656.0,"
 Quán ăn nem chua rán ưa thích ",1.0,,,,,,
5657.0,"
 Sầu riêng trân châu đen ",,,,,,,
5658.0,"

Quán Ăn Tây Đô - Lẩu Mắm & Chân Giò Rút Xương",,,,,,,
5659.0,"

167 Nguyễn Đình Chiểu, P. Hàm Tiến",,,,,,,
5660.0,"
 Pizza ngon tuyệt vời, ăn hoài vẫn thấy thèm ",1.0,,1.0,,,,
5661.0,"
 Thái độ nhân viên vô cùng tệ 
Đặt đơn now 2 phần mỳ đặt 30p đói cm thì shipper vẫn đang ở trạng thái đang lấy hàng và gọi lại hỏi bảo “xin lỗi em, anh có việc gd...” sau đó mới tự cancel đơn cho NOW tìm tài xế khác 
Tìm gần 10p vẫn không có tài xế khác đói gục ngã mới HUỶ ĐƠN 
Với tâm trạng suy nghĩ cho quán sợ đơn khách đã soạn sẵn đợi tài xế ghé lấy tội thôi đặt lại đơn đặt cũ bằng đơn mới để tìm tài xế nhanh hơn. Không ngờ quán bắt tài xế gọi cho mình hỏi “nảy chị có huỷ một đơn giờ chị có muốn huỷ nữa không” , nhân viên nói chuyện nghe “cưng” cực ạ. Ý nhân viên quán là mình rãnh quá mình đặt rồi huỷ hả? Hên là nói chuyện qua điện thoại chứ nói trước mặt thì bị dã vào mặt rồi đó. Nhân viên đi làm thì lắp não vào và lắp con mắt vào để vừa biết suy nghĩ vừa dùng mắt đọc được chữ. Cái này không hỏi ngô nghê mà hỏi khinh bỉ )) và xin lỗi giờ mình khinh bỉ lại cái quán này luôn vì chủ quán đuôi mù mới có nhân viên kiểu đó. 

Chính xác thì quán sasin này không có độc quyền mỳ cay nên thái độ này là đáng bị tẩy chay. Chủ quán nên kiếm gì đó bán “độc quyền” đi rồi thái độ leo đầu khách dòm xuống cho nó tiện và hợp lí nhé ! Nhân viên nói chuyện hay chủ quán nói chuyện thì chưa biết nhưng có khả năng chủ quán chính là nhân viên luôn theo motip nhiều quán sasin đã từng gặp !!! Vừa xàm vừa nghĩ mình thông minh nữa ạ ",-1.0,,,-1.0,,,
5662.0,"
 Chiều thứ 7 nào cũng qua đây nhậu với bạn bè hoặc ông bô.
Đồ ăn tạm ổn , thi thoảng có món mới .
Bia giá không đắt cũng không rẻ, uống được, không bị đau đầu
Nhà hàng có 2 tầng, tầng trên có phòng riêng máy lạnh mấy hôm trời nóng ngồi cũng đỡ bực mình.
Phục vụ okey, nhanh nhẹn
  2 người nhậu tẹt đứng lên hết tầm 200-300k . ",1.0,0.0,0.0,1.0,,,1.0
5663.0,"
 Đồ uống rất ngon, giá hợp túi tiền, không gian cực kỳ thoáng mát, có view đẹp, rất dễ tìm, nhân viên thân thiện, nhiệt tình
Sẽ quay lại ",1.0,1.0,1.0,1.0,,1.0,1.0
5664.0,"

Quán trang trí đẹp , Đồ ăn thì phong phú đa dạng

Giờ thì Mr Thịnh đi đâu cũng thấy, và chất lượng chỗ nào cũng như nhau cả, cái đặc biệt ở Thịnh là thịt gà rất ngon , miếng thịt cực dai ăn rất thích , chứ không như nhiều chỗ khác là miếng thịt cứ hơi bỡ chung với bột

Chất lượng: 

",,,1.0,,1.0,,1.0
5665.0,"

🌹 Nhà mình đi gọi bê thui, xáo, xôi và bánh cuốn. Bê thui ngọt, k bị dai. Xôi mềm, nóng. Món xáo lên khi mình đã nó nên không ấn tượng lắm. Giá cả rất bình dân.",,1.0,1.0,,,,
5666.0,"
 Nem đúng chính góc Thanh Hóa. ",,,1.0,,,,
5667.0,"
 Quẩy có chi nhánh mới ",,,,,,,
5668.0,"

Hoàng Hải Quán - Điểm tâm sáng",,,,,,,
5669.0,"

Quán Việt - Gỏi Cá Trích & Các Món Nướng",,,,,,,
5670.0,"
 NÓI CHUNG MUỐN RẺ MÀ ĐƯỢC PHỤC VỤ THÌ TỚI ĐÂY ",1.0,,,1.0,,,
5671.0,"

Bánh Tráng Kẹp Đà Nẵng",,,,,,,
5672.0,"
 Trà chanh TMore Đà Nẵng ",,,,,,,
